Name,Spin,Remnant Mass,N=0,N=1,N=2,N=3,N=4,N=5,N=6,N=7
0067,0.686467942181,0.951606709,(0.5267063033666145-0.08128813669998058j),(0.5148623863973139-0.24581230782345287j),(0.49296754711476093-0.4151343898183647j),(0.4638693611680744-0.5887293392456053j),(0.4329172260492759-0.760348588778657j),(0.41555167452246616-0.9276286538339997j),(0.41483073471000376-1.1074946257186988j),(0.4159405105488645-1.3011591560591131j)
0068,0.686467572565,0.951604370214,(0.526706145743061-0.08128814974720686j),(0.5148622178548156-0.24581234939946064j),(0.4929673613447489-0.41513446605685433j),(0.4638691612350456-0.5887294575292149j),(0.43291702526624615-0.7603487646898968j),(0.4155514610632168-0.9276289126705054j),(0.41483049147020673-1.1074949483394687j),(0.4159402520308258-1.301159530641167j)
0069,0.686457993436,0.951633629834,(0.5267020607649249-0.08128848787601631j),(0.5148578498989067-0.24581342687523372j),(0.49296254691782015-0.41513644184568216j),(0.4638639797579188-0.5887325229692748j),(0.43291182174504145-0.7603533236262797j),(0.41554592900406484-0.9276356206870879j),(0.4148241876218497-1.107503309380448j),(0.4159335522320943-1.3011692383077815j)
0070,0.686459511967,0.95160928413,(0.5267027083278851-0.08128843427529821j),(0.514858542320598-0.2458132560717841j),(0.492963310115694-0.41513612863911936j),(0.4638648011418191-0.5887320370268724j),(0.4329126466254334-0.7603526009282527j),(0.415546805967913-0.9276345573122668j),(0.4148251869314211-1.1075019839646734j),(0.4159346143087582-1.3011676994215275j)
0071,0.686459152272,0.951609310651,(0.5267025549391334-0.08128844697175945j),(0.5148583783061345-0.2458132965301756j),(0.4929631293364266-0.41513620282865304j),(0.4638646065799893-0.5887321521324436j),(0.4329124512354557-0.7603527721142446j),(0.41554659824096873-0.9276348091947033j),(0.41482495022433175-1.1075022979170077j),(0.41593436273397144-1.3011680639388046j)
0072,0.686458992376,0.951609758808,(0.5267024867529532-0.08128845261573661j),(0.5148583053964856-0.24581331451521107j),(0.4929630489742882-0.41513623580825115j),(0.4638645200910584-0.5887322033005311j),(0.43291236437837266-0.7603528482118789j),(0.4155465058997016-0.927634921164462j),(0.41482484500046557-1.1075024374787994j),(0.4159342509009424-1.301168225978318j)
0073,0.686451717173,0.951608554954,(0.5266993843448976-0.0812887094093871j),(0.5148549880738027-0.24581413281210587j),(0.492959392569097-0.4151377363432942j),(0.4638605849220143-0.5887345313996637j),(0.4329084124499253-0.7603563105915955j),(0.4155423044341091-0.9276400156845467j),(0.4148200573914401-1.1075087874046012j),(0.4159291625818076-1.3011755986167732j)
0074,0.686567262094,0.951601605346,(0.526748665048716-0.0812846298447354j),(0.5149076823681654-0.24580113317863236j),(0.493017472809709-0.4151138994245022j),(0.4639230930976545-0.5886975499944926j),(0.4329711848004546-0.7603013136874934j),(0.41560903790396986-0.9275590909108834j),(0.41489610217431705-1.1074079194811923j),(0.4160099841925057-1.301058484590852j)
0075,0.678111539859,0.954708559379,(0.5231877210280158-0.0815767521171303j),(0.5110986606862433-0.2467335368236122j),(0.4888177716533155-0.41682854731389746j),(0.4594025507567668-0.5913680269966702j),(0.42842030039945495-0.7642851541063398j),(0.41075751444059466-0.9334063405941002j),(0.40937495867235024-1.1146883848680447j),(0.41014443904226117-1.3095091275218713j)
0076,0.677929076438,0.954651450415,(0.5231118807152816-0.08158291501379313j),(0.5110175053178744-0.24675324249354802j),(0.48872826158084254-0.4168648957535285j),(0.4593061846663803-0.591424866403801j),(0.42832303937562144-0.7643702142745358j),(0.4106535410050306-0.9335308688062872j),(0.4092567894658344-1.114843267638413j),(0.4100189499712088-1.3096888477944704j)
0077,0.675737928905,0.954056635034,(0.5222043713270619-0.08165647081078305j),(0.5100462924041587-0.246988549660034j),(0.48765696131795644-0.4172993001231704j),(0.45815275789233734-0.5921049034777229j),(0.4271580977435419-0.7653887214198248j),(0.4094073106012384-0.9350209632366558j),(0.407840884402446-1.1166960496317468j),(0.40851549673379467-1.3118385535975934j)
0078,0.675679842865,0.954059239805,(0.522180394650029-0.08165840942861516j),(0.5100206300688291-0.24699475424294048j),(0.4876286517548144-0.417310763663559j),(0.4581222762710732-0.5921228676550754j),(0.42712729172041786-0.7654156474290357j),(0.40937433286406166-0.9350603315666138j),(0.40780342852264995-1.1167449869153738j),(0.40847572881099337-1.3118953285621076j)
0079,0.67814723787,0.954720001785,(0.5232025636513988-0.08157554569723299j),(0.5111145433579122-0.2467296795063476j),(0.4888352892435705-0.41682143277995776j),(0.45942141000376907-0.5913569028557611j),(0.42843933357742264-0.7642685080950526j),(0.4107778598268552-0.9333819692899493j),(0.4093980825927893-1.114658072094569j),(0.4101689955921805-1.309473953403183j)
0080,0.678279448592,0.954764689507,(0.5232575484860534-0.08157107567087543j),(0.5111733806319984-0.24671538786894695j),(0.48890018262262386-0.4167950744844238j),(0.4594912732204829-0.5913156927555213j),(0.42850983765828354-0.7642068454803022j),(0.4108532208142788-0.9332916851671116j),(0.4094837375732059-1.1145457753414776j),(0.4102599579734751-1.3093436464740882j)
0081,0.677262429515,0.954557193985,(0.52283514410175-0.08160538229372725j),(0.510721363122087-0.24682509345381298j),(0.48840162113253077-0.4169974694902351j),(0.45895451771697415-0.5916322581076219j),(0.427968018751573-0.7646806673469231j),(0.4102739209168889-0.933985262687155j),(0.4088253912677038-1.1154083645256496j),(0.40956084668973597-1.310344544394132j)
0082,0.677609025999,0.954835316158,(0.5229789531655235-0.0815937110028025j),(0.5108752587086023-0.24678776589528598j),(0.4885713678977656-0.4169285878128108j),(0.4591372716022083-0.5915244871469917j),(0.42815253267369086-0.7645193227362829j),(0.4104712390048375-0.9337491325482182j),(0.40904961221955755-1.1151147179308791j),(0.40979894430782426-1.3100038227604847j)
0086,0.686459673133,0.951609387939,(0.5267027770557543-0.08128842858647825j),(0.5148586158094598-0.24581323794385518j),(0.49296339111624476-0.415136095397501j),(0.46386488831783224-0.5887319854522866j),(0.432912734172499-0.7603525242261039j),(0.4155468990426975-0.9276344444529897j),(0.41482529299115123-1.107501843294144j),(0.4159347270301533-1.3011675360946995j)
0087,0.686359631503,0.951636784124,(0.5266601216977231-0.0812919589175718j),(0.5148130053792894-0.24582448787706904j),(0.49291311840873175-0.415156725381061j),(0.4638107827559058-0.5887639945038444j),(0.4328583966913992-0.7604001302096983j),(0.4154891286659586-0.92770448955779j),(0.4147594641324256-1.1075891480367797j),(0.41586476378450554-1.3012689017540562j)
0088,0.691359445076,0.951115894558,(0.5288081194107891-0.0811132194315684j),(0.5171093063009584-0.24525546012678218j),(0.495443680357419-0.41411501086999153j),(0.4665341192699372-0.5871514192566519j),(0.43558936130154724-0.7580065068617922j),(0.4183875253334152-0.9241771421905443j),(0.41806494701145375-1.1031897343876018j),(0.4193787621856773-1.2961601261702371j)
0090,0.686441602806,0.95160901398,(0.5266950713304719-0.0812890664009867j),(0.5148503762782397-0.24581527040302528j),(0.492954309372189-0.41513982238967506j),(0.4638551141815052-0.5887377679534213j),(0.43290291838152556-0.7603611240697284j),(0.4155364634027911-0.9276470981680024j),(0.41481340151821366-1.107517615146089j),(0.4159220886589984-1.301185848139486j)
0091,0.686512258247,0.95158562927,(0.526725203347521-0.08128657218467902j),(0.5148825955828723-0.24580732241843453j),(0.4929898219379088-0.4151252481540759j),(0.46389333419741186-0.5887151562994632j),(0.4329413006747588-0.7603274962873622j),(0.4155772686742355-0.9275976178246575j),(0.41485989982172095-1.1074559413749578j),(0.4159715076349994-1.3011142411501666j)
0093,0.66400299712,0.955223400839,(0.51744311296056-0.0820366449406624j),(0.5049476401068599-0.24820826517944058j),(0.4820295698221609-0.41956222028274415j),(0.45209136300249914-0.5956698543730836j),(0.4210119161439242-0.770752049828782j),(0.40280656916405366-0.9428382993933697j),(0.4003550328479903-1.1264004542984163j),(0.400571311150382-1.3230918600206067j)
0094,0.678192700747,0.954690738695,(0.5232214686449952-0.08157400894906568j),(0.5111347729834731-0.24672476610387797j),(0.4888576011776742-0.41681237063547333j),(0.45944543074111055-0.5913427340015693j),(0.4284635752738574-0.7642473066167302j),(0.41080377218053765-0.9333509276391331j),(0.4094275340961665-1.1146194624307568j),(0.4102002718614832-1.3094291516613794j)
0095,0.678122991308,0.954701570676,(0.5231924821714812-0.08157636513791947j),(0.5111037554568033-0.24673229951889944j),(0.48882339087109655-0.41682626517810845j),(0.45940860034909087-0.5913644586555034j),(0.42842640582783853-0.7642798144446211j),(0.4107640408451426-0.93339852288838j),(0.4093823763507614-1.1146786613161477j),(0.4101523162701495-1.3094978445867678j)
0096,0.678145850458,0.954711509727,(0.523201986759438-0.0815755925892082j),(0.5111139260430787-0.2467298294342008j),(0.48883460838499454-0.41682170930735307j),(0.4594206769994607-0.5913573352215364j),(0.42843859382032917-0.7642691550735051j),(0.4107770690768273-0.9333829165356904j),(0.40939718384695734-1.114659250273865j),(0.4101680411635799-1.3094753205321914j)
0097,0.677470947463,0.954734679207,(0.5229216439972822-0.08159836316835778j),(0.510813930546262-0.24680264398673726j),(0.48850372353703736-0.4169560407815548j),(0.45906444427021853-0.5915674354101417j),(0.42807900842896573-0.764583616232992j),(0.41039261757285955-0.9338432325666114j),(0.4089602686855218-1.1152317417441795j),(0.40970407056803354-1.3101396079563723j)
0098,0.675022331664,0.954547791405,(0.5219092777223596-0.08168031339218175j),(0.5097304432006853-0.24706486868776106j),(0.48730852083407544-0.41744033954432874j),(0.4577775763729332-0.5923259889465011j),(0.42677885135648835-0.7657201735756666j),(0.4090012504300042-0.93550548854075j),(0.4073797257909952-1.1172982975121135j),(0.40802588602726014-1.3125372381710583j)
0099,0.672566803956,0.95410326802,(0.5209014484063155-0.08176146348052071j),(0.5086515741711297-0.24732479772584054j),(0.4861181698806165-0.41792123759151817j),(0.45649575434885525-0.5930809131513892j),(0.4254819602361936-0.7668531486669803j),(0.40761139467071694-0.9371602575846432j),(0.40580195454855206-1.1193543469698883j),(0.4063509961350555-1.3149222196175245j)
0100,0.664082535379,0.955249458801,(0.5174748367480065-0.08203414375861676j),(0.5049816298300981-0.24820022046433862j),(0.48206710358845883-0.41954723137474453j),(0.4521318085143558-0.5956461156112465j),(0.42105306187991115-0.7707162081653347j),(0.4028508934623952-0.9427862153949855j),(0.40040523021100244-1.1263358822526277j),(0.4006245583735774-1.323017019238739j)
0102,0.677885047044,0.953667711242,(0.5230935862697975-0.08158440128142143j),(0.5109979285586523-0.24675799500904044j),(0.48870666925353706-0.41687366279128063j),(0.45928293834528017-0.5914385771804364j),(0.42829957562058085-0.7643907340673706j),(0.41062845618056-0.9335609078710452j),(0.40922828067263123-1.1148806278861165j),(0.40998867553818086-1.309732198883082j)
0103,0.672812339103,0.954185063873,(0.5210018937626427-0.08175339502823026j),(0.5087591103851519-0.24729894198477756j),(0.4862368290959159-0.41787336367121136j),(0.4566235402909214-0.5930056834896366j),(0.42561133038439924-0.766740163700404j),(0.40775012562328866-0.9369953365692317j),(0.4059593964880749-1.1191494858602502j),(0.40651811389276316-1.3146846053625798j)
0110,0.706723986694,0.974853720523,(0.5356242381533164-0.08053302600944823j),(0.5243893373157813-0.24341563868036434j),(0.5034605972801219-0.4107700136216114j),(0.4751614239681535-0.5820234007511325j),(0.44418688415720226-0.7504631077835527j),(0.42743747273450083-0.9129832041770737j),(0.4284269197614989-1.0891870229180338j),(0.43040767501023885-1.279890161156468j)
0115,0.693575077807,0.950703430117,(0.5297707058047787-0.08103248321073234j),(0.5181380198726553-0.2449987926881631j),(0.49657704001452463-0.4136462838676272j),(0.4677537417993158-0.5864282882413513j),(0.43680973000407586-0.7569363213435839j),(0.4196792384879916-0.9225963736598792j),(0.4195399863743563-1.101216198338195j),(0.42094747189703097-1.2938678649146325j)
0116,0.705593984342,0.949820616402,(0.5351114443430088-0.08057736391660936j),(0.5238419895404982-0.24355586938459634j),(0.5028581301298001-0.41102379447661014j),(0.47451301169537496-0.5824098547889592j),(0.443543519062357-0.7510277277022502j),(0.42676453330740255-0.913825371574558j),(0.42765405271973966-1.0902428052317683j),(0.4295843062696433-1.2811173132236255j)
0117,0.672131349549,0.953078682643,(0.5207234890233104-0.08177574785380705j),(0.5084610460660925-0.24737057921786537j),(0.4859079284476838-0.4180060262780646j),(0.45626933730002267-0.5932141925530784j),(0.42525269168695307-0.7670533606817835j),(0.40736549006306727-0.9374524478605699j),(0.40552290895943255-1.1197172703214182j),(0.40605480965408397-1.3153431554419912j)
0119,0.730920406267,0.947513035592,(0.547079635917629-0.0795133336241216j),(0.5366024200842013-0.2402051275396472j),(0.5168934727381299-0.4050062854602106j),(0.4896305160740129-0.5733536694851964j),(0.4584319314257832-0.7379851410506179j),(0.44212252682616154-0.8941731309773094j),(0.4454110957180119-1.0654953475512892j),(0.44853825462668345-1.2523422600908634j)
0120,0.675029546763,0.953193705146,(0.5219122498980082-0.08168007343487502j),(0.5097336245273649-0.24706410048227037j),(0.48731203053301775-0.4174389195237349j),(0.45778135549853666-0.5923237622775877j),(0.4267826722077859-0.7657168345520945j),(0.4090053422735571-0.9355006084296817j),(0.4073843724076076-1.1172922322177778j),(0.40803081917581147-1.3125302018490796j)
0121,0.711360343885,0.949652776525,(0.5377480996207451-0.08034819647889938j),(0.5266557218070235-0.24283167527385952j),(0.5059547625681017-0.4097151475190696j),(0.4778460995939818-0.5804214999687609j),(0.4468459162169883-0.7481298482204305j),(0.43021068232884685-0.9094951906090454j),(0.43161640648049027-1.0848100610996427j),(0.4338069791925217-1.2748021620310321j)
0124,0.727650805949,0.947968174131,(0.5454761346540342-0.0796594354028172j),(0.5348944701399445-0.24066355355756122j),(0.5150159932411732-0.40582424258346567j),(0.4876062782026473-0.5745720908856322j),(0.456451174804851-0.7397153495605602j),(0.4401079408477883-0.8968053652981481j),(0.4430659204860368-1.0688244289944506j),(0.4460302132330369-1.256213951038605j)
0125,0.677185711877,0.952963726188,(0.5228033327879983-0.08160796285604456j),(0.5106873199706441-0.2468333474239996j),(0.48836407090169603-0.4170127030751556j),(0.45891408970072856-0.5916560969375987j),(0.42792719636000215-0.7647163618273207j),(0.4102302601140337-0.9340374957963473j),(0.40877578062042896-1.1154733172125872j),(0.40950816671533213-1.3104199085522732j)
0126,0.724762252814,0.948640063953,(0.544074514339195-0.07978624500662866j),(0.5334011274864826-0.24106184585724566j),(0.513374164041264-0.4065361817634568j),(0.4858367486411578-0.57563567568028j),(0.4547165994903457-0.74123229250544j),(0.4383358489853943-0.8991065013071773j),(0.44100743878076953-1.0717308590558965j),(0.4438300737438243-1.2595940116835194j)
0127,0.652832635222,0.955447524441,(0.5130590469029168-0.08237818498501162j),(0.5002480604416332-0.24930946788839195j),(0.4768372970618779-0.42162242858849763j),(0.4464935812865215-0.5989489557101876j),(0.41530000767097636-0.7757182606985137j),(0.3966372605362868-0.9500359057905927j),(0.39337642864378153-1.1353133114883132j),(0.3931714194826616-1.3334167681686928j)
0128,0.742756324965,0.946748789432,(0.553041240635719-0.07896053218969125j),(0.5429478655997626-0.23847474765099227j),(0.5238662056339473-0.40193201851229j),(0.49715648626693276-0.568806554938511j),(0.46576623077875295-0.7316034900767874j),(0.44949043955993084-0.884391542431826j),(0.454038707973642-1.0530792317738549j),(0.4577796800977979-1.2379027390016248j)
0129,0.686297469599,0.952892394302,(0.5266336239503869-0.08129415158908683j),(0.5147846717186744-0.24583147538114986j),(0.49288188830174773-0.41516953969416165j),(0.46377717154898107-0.588783878435339j),(0.4328246397700442-0.7604297047839665j),(0.41545323705319037-0.9277480019309247j),(0.4147185670353805-1.1076433810330544j),(0.4158212985067786-1.30133186893045j)
0130,0.703762198641,0.950637140704,(0.5342841558670751-0.08064865791312453j),(0.5229588375207941-0.24378147808177303j),(0.5018859502067899-0.4114324782309731j),(0.4734667381610401-0.5830330740226473j),(0.4425044391026106-0.7519396476415703j),(0.42567614210672083-0.915184037565114j),(0.4264049016623563-1.0919452795601186j),(0.42825380339004604-1.2830959978930885j)
0132,0.677361599775,0.954446900757,(0.5228762763422165-0.08160204497145512j),(0.5107653807963395-0.24681441936133955j),(0.4884501730988675-0.41697777053759627j),(0.45900679038653763-0.5916014339838869j),(0.4280207986410592-0.7646345164071081j),(0.4103303676373461-0.9339177248717606j),(0.4088895318244914-1.115324378407052j),(0.4096289560509308-1.3102470952166347j)
0134,0.667922389262,0.955212253783,(0.5190151232348865-0.08191218938732428j),(0.5066316427127585-0.24780830232210072j),(0.48388884132766863-0.4188180543620021j),(0.4540945733286896-0.5944933141265802j),(0.4230476440842816-0.7689776732480132j),(0.40499744064580767-0.9402573491454456j),(0.4028372895317845-1.1231993279916241j),(0.40320474784894605-1.3193810390585357j)
0136,0.749079466033,0.949080978784,(0.5563319129626143-0.0786489086915895j),(0.5464474170773903-0.2375019579155779j),(0.5277101345584835-0.4002121076160693j),(0.5013120273749779-0.5662834859530075j),(0.4697983187550237-0.7281171126108367j),(0.4534725107505494-0.8789969834213084j),(0.4587393989253087-1.0461983240719857j),(0.4628254314130343-1.2299017700239099j)
0138,0.662890326479,0.95724408133,(0.5170000903480383-0.08207152926945309j),(0.5044729482235665-0.2483204948561953j),(0.48150535457161453-0.4197714176408341j),(0.45152645379918016-0.5960013485254454j),(0.42043703912561914-0.7712527235512342j),(0.40218710108219696-0.943565650054452j),(0.39965357650270383-1.1273020839141688j),(0.39982726708322325-1.3241368179446749j)
0139,0.703205937555,0.954411693227,(0.534033898024114-0.08067016716359733j),(0.522691652012876-0.2438495736683583j),(0.5015918077720813-0.41155592729971135j),(0.47315018780039664-0.5832215417989006j),(0.44218983288926206-0.7522157529331422j),(0.4253462351367987-0.9155950385810038j),(0.4260264719401125-1.0924600873194983j),(0.42785079347409466-1.2836942960938909j)
0141,0.666989934274,0.957145142616,(0.5186394990562698-0.08194202290646743j),(0.5062293124701285-0.24790411716572963j),(0.4834446956622758-0.41899613347979003j),(0.45361609699360317-0.5947744831325029j),(0.4225618027921865-0.7694013368314409j),(0.4044749709059109-0.9408740604619009j),(0.4022451260643676-1.123964480300549j),(0.40257645039630485-1.3202681365299593j)
0147,0.68121733226,0.950706292809,(0.524485048654417-0.0814709504674776j),(0.5124867029513569-0.2463954672927886j),(0.4903485055366734-0.4162056789217771j),(0.4610504034522314-0.5903955076190496j),(0.43008185377092967-0.7628314704588497j),(0.41253192583786796-0.9312761208813822j),(0.41139260775455966-1.1120378350079827j),(0.41228739281822285-1.30643314999864j)
0150,0.746430981675,0.945470861825,(0.5549443083321116-0.07878087626555037j),(0.5449719902824475-0.23791369969316745j),(0.5260896450981849-0.4009393853216799j),(0.499559529652055-0.5673486533804404j),(0.4680992242168542-0.7295840025399308j),(0.4518008833339215-0.8812712402807515j),(0.4567625509906046-1.049102310651743j),(0.4607024951637391-1.2332782797384472j)
0163,0.710077079922,0.950412469353,(0.5371570209632618-0.08039982829293342j),(0.5260250736436473-0.24299470692844183j),(0.5052608031273675-0.41000933384384697j),(0.47709907870513757-0.5808675327318453j),(0.44610679328334174-0.7487783440062927j),(0.429441151045545-0.9104659102692426j),(0.43073062397739936-1.0860288681513832j),(0.43286269492371543-1.276219054135736j)
0180,0.686429826547,0.951614826833,(0.5266900498133444-0.08128948202593171j),(0.5148450068936626-0.24581659484098295j),(0.49294839114329414-0.4151422510833638j),(0.46384874474409293-0.5887415361718046j),(0.4328965217420627-0.7603667282998158j),(0.4155296627662505-0.9276553440900389j),(0.41480565218055526-1.1075278929976664j),(0.4159138526015333-1.301197781315892j)
0194,0.662799939962,0.955481283565,(0.5169641645155608-0.08207435447404846j),(0.5044344521613819-0.248329586461962j),(0.48146284000240486-0.4197883719621201j),(0.45148063665555255-0.5960282288084737j),(0.42039039819429824-0.7712933362883105j),(0.402136827644396-0.9436246325962109j),(0.399596656766199-1.127375189666354j),(0.39976689407722504-1.324221540433853j)
0198,0.681750207816,0.952383593709,(0.5247088641081159-0.08145262511179711j),(0.5127261295268101-0.2463369552636701j),(0.4906125070204607-0.41609801218666986j),(0.4613345814166234-0.5902276844606374j),(0.4303680882373541-0.7625809424485757j),(0.4128372506180226-0.9309086078788259j),(0.4117399759304535-1.111580345595635j),(0.4126563968765416-1.3059021605665935j)
0202,0.737040767751,0.979812639141,(0.5501310320978129-0.07923227995435712j),(0.5398511601965018-0.23932458184275268j),(0.5204638544701596-0.40343935824104316j),(0.49348242931689595-0.5710298412348482j),(0.46219135089674557-0.7347084835362225j),(0.4459180546493114-0.8891654137797806j),(0.4498450448139749-1.0591480906705506j),(0.45328466536304984-1.2449604226499849j)
