Name,Spin,Remnant Mass,N=0,N=1,N=2,N=3,N=4,N=5,N=6,N=7
0361,0.732888486816,0.94747790638,(0.5480536874348427-0.07942404843111044j),(0.5376396680320588-0.23992521101639497j),(0.518033528347451-0.40450758762567735j),(0.4908601014648012-0.5726126359370979j),(0.4596333455014233-0.7369368963465336j),(0.44333958604896573-0.892574385476152j),(0.44683058140790466-1.0634709564854437j),(0.4500571118773521-1.2499878890605198j)
0363,0.732110390595,0.947044754506,(0.5476677856010669-0.07945947001807095j),(0.5372287515461275-0.2400362396691044j),(0.5175818967158033-0.4047053288611306j),(0.49037296357781185-0.5729063037559233j),(0.4591575243441261-0.7373519386669503j),(0.4428580185475545-0.893207758881835j),(0.4462686670196396-1.0642731783921395j),(0.449455787717149-1.2509208753129615j)
0366,0.716671064944,0.948728066611,(0.5402210830882684-0.08013056192541212j),(0.529293468781369-0.24214527823447016j),(0.5088567438048083-0.4084791301035571j),(0.480970553818461-0.5785534220480798j),(0.4499310759872904-0.7454240038766803j),(0.4334111782628403-0.9054339726657341j),(0.4353068357461563-1.0797049439903783j),(0.4377431419976598-1.2688666912304511j)
0369,0.735217409366,0.950661829946,(0.5492150658307472-0.07931706345289062j),(0.5388761496453148-0.23959003220077685j),(0.519392422891577-0.403911160640184j),(0.49232615206178354-0.5717281587141251j),(0.4610641312278614-0.7356898465690722j),(0.4447840187038981-0.8906684182616648j),(0.44851802901230065-1.0610551044868566j),(0.4518634921514961-1.247178254774562j)
0370,0.716312494352,0.948664735103,(0.5400527331063286-0.08014546023379515j),(0.5291139426188085-0.2421922255710403j),(0.5086592621938776-0.4085635402651491j),(0.48075789907229965-0.5786806963429206j),(0.4497214121833754-0.7456078231776441j),(0.43319428656012554-0.9057104341123536j),(0.4350564024380739-1.0800527793840478j),(0.43747592850174216-1.2692711325219714j)
0376,0.71566680754,0.948536318935,(0.5397500890971796-0.08017221265093316j),(0.5287911923886002-0.2422765420767252j),(0.508304221598656-0.4087151862913171j),(0.48037559296762977-0.5789094591454376j),(0.4493443679377771-0.7459384186279951j),(0.43280401564062-0.9062074346686767j),(0.4346059047784649-1.0806779740916506j),(0.43699528450302694-1.2699980597331912j)
0378,0.671842902168,0.956375854784,(0.5206057339701544-0.0817851923681564j),(0.5083349702384077-0.24740085353688956j),(0.48576880368348907-0.4180621097774286j),(0.4561195050978849-0.5933023793723123j),(0.42510094120268427-0.7671858655786971j),(0.4072026954952576-0.9376457884695375j),(0.4053381916006431-1.1199573944409005j),(0.40585875148508904-1.3156216546627553j)
0381,0.685883106888,0.953907165179,(0.526457122744925-0.08130874932573812j),(0.5145959374862653-0.24587799917809577j),(0.4926738566868129-0.4152548732557365j),(0.4635532772866038-0.5889163198170959j),(0.43259974273431984-0.7606267294163526j),(0.41521407857679354-0.9280378366879647j),(0.41444607681321605-1.1080046028988702j),(0.41553170404638884-1.3017512586095685j)
0382,0.70005099046,0.952239935217,(0.5326229310054302-0.08079093816210384j),(0.5211849948555366-0.24423218198734156j),(0.49993293810300715-0.41225039101583844j),(0.4713650098672886-0.5842836446404259j),(0.4404135863432514-0.7537745597614298j),(0.42348045192166256-0.9179122727624782j),(0.4238880178104665-1.0953609061006075j),(0.42557399701099613-1.28706526680661j)
0383,0.732985762778,0.948756883353,(0.5481020062473019-0.07941960881734665j),(0.5376911168412357-0.23991129701580538j),(0.5180900736911137-0.4044828130366461j),(0.4909210959662079-0.5725758579370769j),(0.45969290877966895-0.7368849523996621j),(0.4433998266675011-0.8924950827455796j),(0.44690089621545204-1.0633704921587173j),(0.4501323649801691-1.2498710487928442j)
0389,0.686422540775,0.951607832512,(0.5266869431767037-0.08128973915314786j),(0.514841685040788-0.24581741421030529j),(0.49294472973673215-0.41514375361519706j),(0.4638448041891379-0.588743867432704j),(0.43289256433548706-0.7603701954608167j),(0.4155254553909645-0.9276604455524984j),(0.41480085788404625-1.1075342515275852j),(0.41590875719023196-1.301205163929907j)
0391,0.675398964997,0.959923098307,(0.5220645129159969-0.08166777552110964j),(0.5098965994898302-0.24702473270380104j),(0.4874918247382262-0.4173661583161438j),(0.45797494978754477-0.5922096885070162j),(0.4269783827269045-0.765545795663957j),(0.4092149104438297-0.9352506024324214j),(0.4076223661195396-1.1169814958672863j),(0.40828349276857234-1.3121697126166156j)
0392,0.685888592511,0.951763418101,(0.5264594579255755-0.08130855627846084j),(0.5145984345604444-0.24587738387565192j),(0.49267660912057-0.4152537445135872j),(0.4635562396143216-0.5889145676249049j),(0.4326027186943633-0.760624122377054j),(0.41521724370057617-0.9280340020674646j),(0.4144496828191207-1.1079998240577689j),(0.4155355363211884-1.3017457103042998j)
0395,0.741897628975,0.944303825108,(0.5526001842974488-0.0790019490232868j),(0.5424786518228031-0.23860417562170735j),(0.5233507368630117-0.402161284103965j),(0.49659961824497956-0.5691439716089627j),(0.4652250337734131-0.7320727773338135j),(0.44895205524731624-0.8851148844878255j),(0.4534053397578859-1.0539999774470306j),(0.4571004186653108-1.2389734621919655j)
0399,0.709191804961,0.954572024623,(0.5367507068035334-0.08043523422757173j),(0.5255915164714193-0.24310654736718534j),(0.5047836892040045-0.41021128584101885j),(0.4765855100077934-0.5811740417267787j),(0.44559831463073923-0.7492245139678942j),(0.4289111518539382-0.9111331981279611j),(0.43012089392375014-1.086866383398833j),(0.43221279955016195-1.2771926466022556j)
0408,0.692848241572,0.954382011221,(0.5294541957270196-0.08105907379322344j),(0.5177997889167585-0.24508330216104077j),(0.4962044224078122-0.4138005377716957j),(0.46735276654462693-0.5866660971645177j),(0.4364086912162562-0.7572880397739373j),(0.4192549981195502-0.923116152758153j),(0.4190554018111181-1.1018652605504258j),(0.4204320708370403-1.2946217837442335j)
0413,0.735542857582,0.946982863468,(0.5493781211244048-0.0793019969300679j),(0.5390497278405292-0.23954284910942458j),(0.519583173393413-0.40382726402340263j),(0.4925319842984477-0.5716038965644195j),(0.46126486990208426-0.7355150087625845j),(0.44498622842784175-0.8904008473768932j),(0.4487545057489758-1.0607157358725423j),(0.45211670695385103-1.2467835714645383j)
0418,0.746220561879,0.945459988623,(0.5548346430263624-0.07879127094990385j),(0.5448553682123709-0.23794614481942505j),(0.5259615489656704-0.400996736952032j),(0.49942103937428506-0.5674327569169687j),(0.46796487372871415-0.7297001367719528j),(0.4516683007257663-0.8814510130222192j),(0.45660598517820605-1.0493316648813011j),(0.4605344205985151-1.2335449657804753j)
0422,0.717176383245,0.948776106334,(0.5404586745838416-0.08010951545901836j),(0.5295468232186687-0.24207896681556776j),(0.5091354307944999-0.40835993553066563j),(0.48127066249887496-0.5783737737260773j),(0.45022688604431543-0.745164677133265j),(0.4337170303952553-0.9050438066936161j),(0.43566007364956133-1.0792139699431842j),(0.4381200749934485-1.2682958105338868j)
0431,0.713873681907,0.953159771809,(0.5389130270866687-0.08024600196682083j),(0.5278984212477933-0.24250920506947j),(0.5073220614263723-0.40913395471681396j),(0.4793180925542409-0.5795419209683002j),(0.44830064649975465-0.7468537343541589j),(0.43172216903801225-0.9075820764966035j),(0.4333579502830346-1.0824064140313587j),(0.4356640786294841-1.2720076817888215j)
0440,0.699312666935,0.95166489327,(0.532294784249516-0.08081890415955464j),(0.5208345321832849-0.24432084413727506j),(0.49954701909515103-0.4124115263485225j),(0.47094971855805073-0.5845305411617026j),(0.4399998754912059-0.754137597739371j),(0.42304513416854517-0.918451184865009j),(0.4233894987642052-1.0960351366419516j),(0.42504336085462874-1.2878486981751913j)
0444,0.721219673002,0.951775565236,(0.5423743578583431-0.07993894003751313j),(0.5315891782242596-0.24154195250947033j),(0.5113817099112274-0.40739599940563803j),(0.4836900357613812-0.5769241018469858j),(0.452608325033465-0.7430779224379677j),(0.4361725177338082-0.9018980637776585j),(0.4384997721593426-1.0752520138770052j),(0.44115141207973657-1.2636887828163488j)
0447,0.654722609665,0.954024086784,(0.513791033546348-0.08232172713262939j),(0.5010330581235366-0.2491270568576549j),(0.47770497265749723-0.42127997528077665j),(0.4474294226887332-0.5984016451830223j),(0.4162572935093966-0.7748873046256978j),(0.3976733587511277-0.9488341648766843j),(0.39454737312795574-1.133826612877389j),(0.3944126968587368-1.3316953000721992j)
0448,0.725891367814,0.955236582026,(0.5446207402842755-0.07973692559923116j),(0.533983145746754-0.24090689507562896j),(0.5140140830929065-0.4062590666313063j),(0.4865263733806664-0.5752213402311193j),(0.4553929474937509-0.7406406235035061j),(0.4390276802394957-0.8982096951688011j),(0.4418106012880525-1.0705985798752755j),(0.44468836584535676-1.2582772303811953j)
0449,0.659099204018,0.95039462763,(0.5155012430835053-0.08218893286141732j),(0.5028666018700109-0.24869860763403576j),(0.4797310262785647-0.4204774907687409j),(0.44961399626556875-0.5971226369924844j),(0.4184882438018048-0.7729486034922846j),(0.4000846803379443-0.9460264181899354j),(0.3972741469355452-1.1303508794859214j),(0.39730379242084696-1.3276694812260565j)
0451,0.67300080021,0.955452529948,(0.5210790404505392-0.08174719517069298j),(0.508841701571063-0.24727907605060334j),(0.4863279614235114-0.4178365860610116j),(0.45672168078942654-0.5929479021614446j),(0.42571067524938616-0.7666533960297163j),(0.40785664576344105-0.9368686693477046j),(0.4060802901181194-1.1189921347823029j),(0.4066464395113775-1.3145020938365721j)
0452,0.692110976825,0.954851401773,(0.5291338781894823-0.08108594081940414j),(0.5174574667424878-0.24516871439187723j),(0.49582727779454483-0.4139565167053949j),(0.4669469167680611-0.5869067320316248j),(0.43600259585899886-0.7576441606323221j),(0.41882516472166276-0.9236421813570518j),(0.4185645628153438-1.1025219911669828j),(0.41991006125752456-1.2953845767343073j)
0455,0.654505237876,0.955183858488,(0.5137066462150535-0.0823282474926218j),(0.5009425662434296-0.24914811578013193j),(0.4776049579558557-0.42131948610855924j),(0.4473215594633577-0.5984647454884809j),(0.41614700671280463-0.7749830661564986j),(0.39755403472023826-0.9489727079546838j),(0.39441249852268795-1.133998036116154j),(0.3942697141341902-1.3318938095757695j)
0456,0.668481279248,0.95339674265,(0.5192407547344633-0.08189424003952064j),(0.5068732999165817-0.2477506736147133j),(0.4841555972792991-0.41871100490079477j),(0.45438193295960155-0.594324407641658j),(0.42333930537208986-0.7687232812537022j),(0.4053109688272592-0.9398868984765514j),(0.4031927034829566-1.1227396341483813j),(0.4035818704460558-1.3188480481096183j)
0457,0.667915409722,0.952990518386,(0.5190123078340527-0.08191241322031706j),(0.5066286272685021-0.24780902105361802j),(0.4838855126141054-0.41881938973104704j),(0.4540909874394687-0.59449542165921j),(0.4230440039393643-0.7689808479747129j),(0.4049935270057436-0.9402619715719351j),(0.4028328533511686-1.123205063617134j),(0.4032000408078166-1.3193876890556704j)
0458,0.728193215902,0.955034858574,(0.5457408901681607-0.07963538797081984j),(0.5351765068441446-0.2405880660757086j),(0.5153260460837051-0.40568944553575065j),(0.4879405114971024-0.5743710397152361j),(0.4567784822699578-0.7394292857988454j),(0.44044151234165296-0.8963707275631169j),(0.4434538546948947-1.068275059525626j),(0.4464449781108935-1.2555750452211067j)
0459,0.655276336608,0.954118741553,(0.5140062345709688-0.08230508550211121j),(0.5012638186573237-0.24907331833295007j),(0.4779600076637178-0.42117917979248176j),(0.44770446105413797-0.5982407252911685j),(0.4165384548997995-0.7746431397072349j),(0.39797750872613175-0.948480858112207j),(0.3948911854329721-1.1333894224760153j),(0.3947771859782762-1.3311890110420048j)
0465,0.705029766293,0.951254233178,(0.5348561047781527-0.0805993996614033j),(0.5235694234327162-0.2436255849801086j),(0.5025580996785368-0.41115003052009014j),(0.47419010903080583-0.58260224112699j),(0.4432229619758531-0.7513090545755956j),(0.42642896580762535-0.9142447189854997j),(0.4272688082557359-1.090768374807706j),(0.42917393692966616-1.2817281686074808j)
0468,0.6718535314,0.954251858167,(0.5206100714392006-0.08178484458710883j),(0.5083396142584204-0.24739973866229495j),(0.4857739284234141-0.41806004425439774j),(0.4561250243010911-0.593299131090909j),(0.42510653150954897-0.7671809844462298j),(0.40720869311579133-0.9376386668394999j),(0.40534499664923895-1.1199485498417798j),(0.4058659742516508-1.315611396692676j)
0470,0.69849178638,0.955441170503,(0.5319308489549105-0.0808498665572393j),(0.5204458199247547-0.24441903470816784j),(0.4991189581552993-0.41259007080443233j),(0.47048908139484347-0.5848043155973369j),(0.43954077084037746-0.7545404513600994j),(0.42256172615123-0.9190488698082466j),(0.42283608779765774-1.0967827216101294j),(0.42445435423148564-1.2887173299031258j)
0471,0.657996614576,0.954331144495,(0.5150683793119896-0.08222266121754751j),(0.5024025899985268-0.24880735080889066j),(0.4792183749048619-0.42068092063697643j),(0.4490613176311974-0.5974463996271953j),(0.4179243212288364-0.7734389333227557j),(0.3994756100470985-0.9467370768649939j),(0.3965851762508357-1.1312309051355842j),(0.3965732293332979-1.3286889421250403j)
0475,0.69042350625,0.950313204188,(0.5284034915437333-0.08114703952620138j),(0.5166768204255618-0.24536304303297202j),(0.49496714524724866-0.4143116896734463j),(0.4660213032196973-0.5874552987120001j),(0.4350757389724651-0.7584568259523566j),(0.4178432225283428-0.9248416168445125j),(0.41744375306468384-1.1040189439261525j),(0.41871823722544277-1.2971231608487948j)
0481,0.678469025919,0.951702625559,(0.5233364295470265-0.08156466074028884j),(0.5112577871719225-0.24669487930738634j),(0.48899327589014735-0.41675725451406137j),(0.45959149521509285-0.5912565715914391j),(0.42861096949955546-0.7641183925114247j),(0.41096130879706577-0.9331621636599067j),(0.4096065956298911-1.1143846681957505j),(0.41039043052188173-1.3091566986754357j)
0487,0.712391087078,0.94858681205,(0.5382246773389698-0.0803064581005614j),(0.5271641506191193-0.24269993710329255j),(0.5065141938507954-0.4094776030102139j),(0.4784483416108115-0.5800617436334387j),(0.44744136692873165-0.7476074651958245j),(0.43082986592983696-0.9087125206785024j),(0.43232955417325053-1.0838269683511443j),(0.4345673593726249-1.273659246741014j)
0490,0.739297847012,0.946936982842,(0.5512731474462909-0.07912606261399828j),(0.5410666653069688-0.23899223332523428j),(0.5217994363022579-0.40284931825783993j),(0.4949242416403956-0.5701581619804994j),(0.4635954508131916-0.7334875467756293j),(0.44732563626481525-0.8872916148247978j),(0.4514949379248952-1.0567681672441303j),(0.4550524181566716-1.2421926566445112j)
0495,0.714781701991,0.949477398486,(0.5393362826905516-0.0802087281519649j),(0.5283498640030275-0.2423916598569055j),(0.507818717893098-0.4089223275956859j),(0.4798528316926516-0.5792221670475883j),(0.448828561041798-0.746390737408248j),(0.4322696428121635-0.9068869928601792j),(0.43398933024581693-1.0815325742348219j),(0.4363375308356408-1.270991699552879j)
0499,0.727058980874,0.948364035685,(0.5451878248273488-0.07968558825187984j),(0.5345873256335314-0.2407456653589637j),(0.5146783286992677-0.40597091711067296j),(0.487242303840097-0.5747909745822083j),(0.45609462662804917-0.7400270360841661j),(0.43974427117016224-0.8972786823639646j),(0.44264314898656526-1.0694225407011728j),(0.44557825058975525-1.2569095395539844j)
0503,0.65065672028,0.95351593798,(0.5122211324744931-0.08244253389039037j),(0.49934929804907063-0.2495175641846038j),(0.4758436797363912-0.42201369629875857j),(0.44542168755550965-0.5995753899948478j),(0.4142023970232596-0.7766703154470403j),(0.39544827219695905-0.9514115571304138j),(0.39203318642214846-1.1370144710477188j),(0.39174765689865-1.3353861666398583j)
0505,0.726820773898,0.950340265589,(0.5450719475202359-0.07969608960399122j),(0.5344638735858491-0.24077864081098313j),(0.5145426066890987-0.4060298347465836j),(0.48709601371969785-0.5748789323811037j),(0.45595128703710625-0.740152359509938j),(0.43959798165135744-0.8974689208636326j),(0.44247313366671354-1.0696628943871915j),(0.4453965105277094-1.2571890635644662j)
0511,0.74671396782,0.941673338547,(0.5550919269016409-0.07876687606723946j),(0.5451289695287707-0.23787000374993286j),(0.5262620671777876-0.4008621560692577j),(0.4997459519256171-0.5672354250635974j),(0.46828005483191815-0.7294277229538105j),(0.45197924208799245-0.8810292587651476j),(0.45697322485848013-1.0487935454642987j),(0.4609286692008985-1.2329192597673242j)
0518,0.718900337433,0.948275515816,(0.5412722828866541-0.08003726163996787j),(0.530414322118656-0.24185140304497788j),(0.5100896093181594-0.40795117036387785j),(0.4822982713793544-0.5777583449391122j),(0.4512390916355126-0.7442775000406058j),(0.4347622027770944-0.9037077486402398j),(0.43686795205591683-1.0775320039779455j),(0.4394092148470701-1.2663400461489798j)
0528,0.662122015046,0.953056302394,(0.5166950092557826-0.08209550338296885j),(0.5041460308324376-0.24839765573481076j),(0.48114429999057773-0.41991534547530823j),(0.4511373412713573-0.5962296084144029j),(0.4200408572186281-0.7715976619273173j),(0.40175999367991494-0.9440665272273423j),(0.3991700398211304-1.1279228497326104j),(0.39931440654721595-1.3248562033986353j)
0529,0.686070803238,0.953754227202,(0.5265370457400278-0.08130214084436478j),(0.514681400689342-0.24585693663127428j),(0.4927680590024408-0.41521623748045244j),(0.46365466297099184-0.588856349053831j),(0.432701589424369-0.7605375068534977j),(0.415322392210561-0.9279065943220792j),(0.41456948158368834-1.1078410400542067j),(0.41566285341860415-1.30156135856485j)
0530,0.663153304214,0.957275161003,(0.5171046692417446-0.08206330207286479j),(0.5045850071850787-0.24829402148418503j),(0.48162910910528434-0.4197220556259854j),(0.45165981978257513-0.5959230997178777j),(0.4205727899177127-0.7711345113191408j),(0.4023334119186384-0.9433939537063806j),(0.39981923646773554-1.1270892672709478j),(0.40000297963134707-1.3238901801242466j)
0533,0.715487466453,0.951833414905,(0.5396661445944109-0.0801796260638844j),(0.5287016676603153-0.24229991053265276j),(0.5082057377958027-0.40875722596627095j),(0.48026954903818625-0.5789729023419907j),(0.4492397572439551-0.7460301482990002j),(0.4326956834557433-0.9063452887517165j),(0.43448088358612036-1.0808513592866325j),(0.43686190600890584-1.2701996560221278j)
0534,0.670437468458,0.957208932822,(0.5200334165307425-0.08183101100183043j),(0.5077221652692144-0.24754777713972748j),(0.4850925240935577-0.4183344528531208j),(0.4553911373125321-0.5937309474447564j),(0.42436289341316596-0.7678301570483436j),(0.406410564357281-0.9385854630019049j),(0.4044395823330129-1.1211242187337414j),(0.4049050366512181-1.3169748593737824j)
0536,0.650168242749,0.95352524932,(0.5120337296161313-0.08245688501128462j),(0.499148261992167-0.2495640018615981j),(0.4756213975597406-0.42210109681604213j),(0.4451818616447004-0.5997154835149701j),(0.4139566490027749-0.7768833691292211j),(0.39518191969449934-0.9517192278513523j),(0.39173234848292-1.137394843505184j),(0.39142880823700826-1.3358264572991765j)
0542,0.659398172855,0.958797578339,(0.5156188503692619-0.08217975526290923j),(0.5029926639889325-0.24866902737171745j),(0.4798702936352812-0.4204221824942438j),(0.449764128080385-0.597034667322017j),(0.4186413725741984-0.7728154262303093j),(0.40025001567176643-0.9458333348306626j),(0.3974611981332664-1.1301117448957114j),(0.39750214451674876-1.3273924388693268j)
0547,0.681144745916,0.956142795823,(0.524454589303661-0.08147344274265197j),(0.5124541181773685-0.24640342599122156j),(0.4903125753775986-0.41622032665931097j),(0.461011726823043-0.5904183458827915j),(0.43004289028613796-0.7628655711605918j),(0.4124903555976065-0.931326136090278j),(0.41134531764085136-1.1121000904321436j),(0.41223715867957716-1.306505405772026j)
0551,0.710054953681,0.949314713753,(0.5371468513231762-0.0804007153268088j),(0.5260142225608427-0.24299750846293514j),(0.5052488622207121-0.41001439123169897j),(0.4770862251787673-0.5808752053231663j),(0.4460940705344816-0.748789507366494j),(0.42942789576675394-0.9104826117845376j),(0.4307153713241102-1.0860498333663926j),(0.43284643648496235-1.2762434261155298j)
0554,0.663346441379,0.959632050721,(0.5171815251781136-0.08205725287309876j),(0.5046673585955909-0.24827455836857568j),(0.48172005364020126-0.4196857709307406j),(0.4517578257446665-0.595865592840825j),(0.4206725359586712-0.7710476457044337j),(0.40244090526458937-0.943267772428655j),(0.39994095154219456-1.1269328586185263j),(0.40013208265429134-1.3237089110370728j)
0555,0.665944131911,0.956655399275,(0.5182194299779748-0.08197531539669747j),(0.5057793373487013-0.2480110862749729j),(0.4829479099236455-0.41919508644419134j),(0.4530808725645978-0.595088890219628j),(0.4220180406391593-0.7698753647516442j),(0.40388991551839604-0.941563738254817j),(0.4015821828528326-1.1248199741821205j),(0.4018731058288522-1.321259888935466j)
0556,0.695353439306,0.953175542758,(0.5305481636823421-0.08096698648892109j),(0.5189687383460446-0.24479073318569247j),(0.49749213279284654-0.41326683674200754j),(0.46873846823405935-0.5858439990802116j),(0.43779385833662704-0.7560730999679484j),(0.42071927279123444-0.9213196043465764j),(0.42072852218701706-1.0996212923625617j),(0.42221177508131574-1.2920151658037184j)
0558,0.688618765809,0.957665697311,(0.5276265703772176-0.08121178169321218j),(0.5158463074790329-0.2455691004639324j),(0.4940519512184998-0.4146887479565981j),(0.46503640682906644-0.5880386265507451j),(0.43408847468760836-0.7593222349378032j),(0.41679592225255213-0.9261174507196304j),(0.4162490883456863-1.1056104817081258j),(0.41744812272633225-1.298971397111009j)
0559,0.729380527175,0.946598248021,(0.5463221676797896-0.07958248637693394j),(0.5357956762393499-0.24042204893894886j),(0.5160066907777247-0.40539313980564246j),(0.48867431439928-0.5739294570250711j),(0.4574967254743911-0.7388017611687839j),(0.4411725733279312-0.8954165057525049j),(0.444304574579935-1.0670684923652378j),(0.4473546884076513-1.2541718223098253j)
0560,0.699404755861,0.947818306252,(0.5323356709315267-0.08081542213221721j),(0.5208782006689893-0.24430980353324352j),(0.4995951065762192-0.4123914567730235j),(0.4710014657986025-0.5844997804707224j),(0.4400514360728584-0.7540923532894259j),(0.42309940284782127-0.9183840371835381j),(0.42345163796509044-1.0959511367045884j),(0.42510950066983855-1.2877510949117577j)
0562,0.730937647495,0.947451491775,(0.5470881399366896-0.0795125558645137j),(0.5366114766636199-0.24020268843814438j),(0.5169034274466856-0.4050019375459399j),(0.48964125113647-0.5733472028457444j),(0.458442426203098-0.7379759801362633j),(0.44213317446256634-0.8941591722839128j),(0.4454235052919424-1.0654776804881108j),(0.4485515303129014-1.2523217132931737j)
0565,0.701717398253,0.949084037393,(0.5333664113386561-0.08072740605302522j),(0.5219789504170841-0.2440308532687217j),(0.5008071475938689-0.4118847846433982j),(0.4723057704188158-0.5837240931563619j),(0.4413500714713845-0.7529527336386072j),(0.42446480379679-0.9166912563361768j),(0.425015859485629-1.0938327361245663j),(0.4267746848840174-1.2852894819171758j)
0573,0.670776678652,0.956899361211,(0.5201713316925659-0.08181998251233201j),(0.507869844061-0.24751240484578035j),(0.4852555069714839-0.41826886027172866j),(0.4555666795427003-0.5936276786393496j),(0.4245408224019941-0.7676748545220159j),(0.4066015875948813-0.9383590243277401j),(0.40465625357533863-1.120843076937269j),(0.4051349850634328-1.3166488242844196j)
0577,0.666510239566,0.953503536829,(0.5184466602267457-0.08195731561844974j),(0.5060227500938701-0.2479532468513996j),(0.48321665044235096-0.4190874915213377j),(0.4533704120295404-0.5949188202489496j),(0.42231223795375245-0.7696189155018368j),(0.40420649299945366-0.941190667677742j),(0.40194088587902077-1.1243572324987594j),(0.4022536623663805-1.320723455390162j)
0579,0.68786577863,0.954714554514,(0.52730369758124-0.08123861165688614j),(0.5155011234392406-0.24565453621058886j),(0.49367153519612694-0.4148452213786119j),(0.4646270067179506-0.5882809902571615j),(0.4336777728502504-0.759682171761532j),(0.4163598398579995-0.9266476551861728j),(0.4157518672111606-1.1062716555525633j),(0.4169195720411776-1.2997391488211165j)
0589,0.722230217615,0.952846600924,(0.5428572498534727-0.07989569568366361j),(0.5321038822732445-0.2414059248539867j),(0.5119477270174279-0.4071522036268053j),(0.48429980062003153-0.576558335448833j),(0.4532076218336808-0.7425530971970182j),(0.4367884926557855-0.9011051530205629j),(0.4392132181560952-1.0742523846908063j),(0.44191333520887655-1.2625263341134612j)
0591,0.724660551486,0.948079255887,(0.5440254185967511-0.07979067169031362j),(0.5333488117112456-0.24107575636243742j),(0.5133166418859815-0.4065610684765811j),(0.4857747624859737-0.5756729073834354j),(0.45465578483764574-0.7412855038419068j),(0.4382735893858163-0.8991871095335229j),(0.44093518961791145-1.0718326062347618j),(0.4437528741115879-1.2597123373335037j)
0593,0.664094299647,0.955234916738,(0.5174795295404281-0.08203377373092724j),(0.5049866577940488-0.2481990303436176j),(0.48207265578574765-0.4195450140165312j),(0.4521377914110076-0.5956426040021595j),(0.4210591482045813-0.7707109063475657j),(0.40285744981598454-0.9427785107836333j),(0.40041265537114423-1.1263263302317759j),(0.40063243469226667-1.3230059481381342j)
0594,0.692673901188,0.956001103275,(0.529378383908194-0.08106543654871204j),(0.5177187711482791-0.2451035276213223j),(0.4961151649843452-0.4138374662630071j),(0.4672567158722552-0.5867230530615691j),(0.4363125989036599-0.7573723098738994j),(0.4191533108716156-0.9232406519648543j),(0.41893927011115134-1.102020706286544j),(0.4203085602775205-1.294802337082401j)
0595,0.704822748601,0.949064382122,(0.5347625347282362-0.08060746777935064j),(0.5234695371880762-0.24365111409421766j),(0.5024481459614707-0.4111962683699816j),(0.47407177454885274-0.5826727345486599j),(0.443105459066328-0.7514121777700891j),(0.4263059153041974-0.9143983902611992j),(0.42712756673716074-1.0909609475670077j),(0.4290234919116817-1.2819519869709755j)
0598,0.658334154127,0.955778419857,(0.5152007484847302-0.08221235557494733j),(0.5025444891258724-0.24877411890665513j),(0.4793751540378318-0.420618734897985j),(0.4492303437213805-0.5973473963017238j),(0.4180968213065085-0.7732889645503955j),(0.39966195293522777-0.9465197585786624j),(0.396795948175937-1.130961816066353j),(0.39679671994001875-1.3283772285970272j)
0599,0.686624265098,0.957256181834,(0.5267729836684386-0.0812826163152268j),(0.5149336852963025-0.24579471723687554j),(0.4930461333402658-0.4151021354637259j),(0.4639539385822551-0.5886793004619506j),(0.43300215904141603-0.7602741757244192j),(0.41564196472426745-0.9275191568125261j),(0.41493362435197234-1.1073581428640167j),(0.41604986372069813-1.3010006904626925j)
0607,0.734068899207,0.948538193744,(0.5486411391465484-0.079370004861372j),(0.5382651421770088-0.23975586441761151j),(0.5187209440961155-0.4042061496937395j),(0.4916016619092204-0.5721653759938615j),(0.46035729233201506-0.7363057279819926j),(0.4440711259410793-0.8916102684440873j),(0.44768481437546626-1.0622492554859058j),(0.45097144149600754-1.2485670490184835j)
0608,0.658111593792,0.956743422162,(0.5151134551102784-0.0822191526627571j),(0.5024509115271089-0.24879603645611453j),(0.47927176414186495-0.42065974672702233j),(0.44911887800065053-0.5974126862125151j),(0.4179830681195057-0.7733878616947311j),(0.39953907446365483-0.9466630732840787j),(0.3966569590821845-1.1311392741161994j),(0.3966493432500409-1.3285827976120037j)
0609,0.664687430096,0.958115158349,(0.517716338304847-0.08201508916149183j),(0.505240373146658-0.24813894298292333j),(0.48235281679108877-0.41943308775050675j),(0.4524396780494155-0.5954653955113172j),(0.4213662025840075-0.7704434043857881j),(0.4031881675672048-0.94238971829262j),(0.4007872231334126-1.125844281519078j),(0.4010297699739341-1.322447223086841j)
0623,0.739541265484,0.944936254398,(0.5513968725974333-0.07911452272353221j),(0.5411983253125476-0.23895613939725582j),(0.5219440943402653-0.4027852820732365j),(0.4950804378451468-0.5700636682448306j),(0.4637474656781473-0.7333554660156889j),(0.4474776874246867-0.8870886475284592j),(0.45167335366947314-1.0565102111939293j),(0.4552436326084496-1.2418926676637516j)
0632,0.658332049514,0.953995670402,(0.5151999227461495-0.08221241988613796j),(0.5025436039514283-0.24877432627122484j),(0.4793741760564173-0.42061912288421416j),(0.4492292893599539-0.5973480139069455j),(0.41809574537103583-0.7732899000054916j),(0.3996607907462476-0.9465211142429649j),(0.3967946335831362-1.130963494742897j),(0.3967953260056462-1.328379173211377j)
